,mol_id,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
39760,gdb_39761,4.71592,1.30408,1.1906,1.896,79.43,-0.2523,0.0976,0.3499,1075.3992,0.161501,-385.83034399999997,-385.823592,-385.822648,-385.86123100000003,28.144000000000002,-1875.5359222311,-1888.186503671,-1898.855411689,-1745.662894537
39800,gdb_39801,3.55475,1.46827,1.1961,1.8752,65.87,-0.2594,0.0521,0.3115,1006.6564,0.110828,-457.617946,-457.61090700000005,-457.609963,-457.649354,27.572,-1469.5877999511,-1478.502820314,-1486.799744312,-1366.2715806461001
39840,gdb_39841,2.90099,1.8071,1.43546,0.9974,75.04,-0.2236,0.0647,0.2883,950.9623,0.14896099999999998,-401.88721499999997,-401.88034,-401.87939500000005,-401.918198,28.551,-1762.6188152260997,-1774.3030328060001,-1784.37831731,-1639.183402363
39880,gdb_39881,3.9007300000000003,1.53314,1.4149,2.6925,79.13,-0.2258,0.0774,0.3032,974.4804,0.162761,-381.97947999999997,-381.972979,-381.972034,-382.010044,27.704,-1808.2449946160998,-1821.0524533060998,-1831.720733815,-1677.809091349
39920,gdb_39921,3.3008699999999997,1.6231,1.41439,0.8315,72.97,-0.2372,-0.0104,0.2268,949.8209,0.13744800000000001,-421.783397,-421.776669,-421.775724,-421.81432199999995,27.605,-1709.7430243591,-1720.6309330181,-1730.113221517,-1593.0087801070001
39960,gdb_39961,4.84887,1.01342,0.9860899999999999,2.3239,75.83,-0.2341,0.0639,0.298,1259.6574,0.158333,-422.969005,-422.960876,-422.959931,-423.002337,31.107,-1825.8710949171,-1837.6569689551002,-1848.3252494639999,-1697.2763030560998
40000,gdb_40001,3.34911,1.47125,1.37332,1.3214,81.81,-0.2226,0.0853,0.3079,1044.3643,0.18476900000000002,-387.065381,-387.058111,-387.057166,-387.096694,30.849,-2022.6811351501,-2036.7837724161,-2048.638044935,-1879.7044645181
40040,gdb_40041,3.61476,1.42717,1.2299799999999999,1.4466,80.65,-0.2258,0.0186,0.2444,1066.8516,0.160392,-385.868759,-385.861421,-385.860477,-385.900509,29.698,-1899.6416804660998,-1911.9245416320002,-1922.59344965,-1770.3101930389998
40080,gdb_40081,3.7423599999999997,1.24441,1.05256,0.3908,91.24,-0.2152,0.0213,0.2365,1213.1905,0.18418099999999998,-349.926262,-349.91846200000003,-349.91751800000003,-349.958401,31.664,-2072.0585633421,-2085.8292483471,-2097.684148375,-1929.856238816
40120,gdb_40121,2.1976,2.12392,1.2874700000000001,2.465,77.2,-0.2402,0.0045,0.2447,1002.4666,0.148797,-401.910344,-401.902868,-401.901924,-401.942304,29.808000000000003,-1777.1324708870002,-1788.4395555581,-1798.515467571,-1654.3101343170001
40160,gdb_40161,3.7489999999999997,1.13009,1.03104,1.7349,82.35,-0.2547,0.0737,0.3284,1240.7575,0.183168,-387.073294,-387.065114,-387.06417000000005,-387.10675200000003,32.537,-2027.646613867,-2041.1782179431,-2053.033117971,-1886.01595004
40200,gdb_40201,3.07775,1.5917,1.27338,1.2114,71.18,-0.2442,0.0612,0.3054,1012.1944,0.149581,-439.034358,-439.027071,-439.026127,-439.066279,28.421999999999997,-1718.27651925,-1729.701575613,-1739.777487626,-1595.173686157
40240,gdb_40241,2.78825,1.6418099999999998,1.24555,2.475,79.09,-0.2343,0.0694,0.3037,1063.3042,0.173224,-403.111809,-403.10426,-403.103316,-403.14358300000004,30.885,-1903.2109516581,-1916.2493336601,-1927.511237683,-1766.900936642
40280,gdb_40281,3.05545,1.35142,1.04687,2.1095,78.48,-0.2437,0.005,0.2487,1159.7037,0.16028599999999998,-423.00261500000005,-422.99473600000005,-422.993792,-423.03519800000004,30.739,-1846.9616724070002,-1858.9044236951001,-1869.5733317129998,-1717.896876305
40320,gdb_40321,2.91198,1.28755,1.03595,1.9665,75.3,-0.2433,0.0722,0.3155,1193.1156,0.159975,-419.118334,-419.109848,-419.108904,-419.15229,31.678,-1758.701276539,-1770.262502355,-1780.9314103729998,-1630.1378601279998
40360,gdb_40361,3.66985,1.25749,1.1909999999999998,1.0829,78.26,-0.2405,0.073,0.3135,1124.7752,0.173327,-403.101,-403.093414,-403.09247,-403.133584,30.298000000000002,-1896.428206877,-1909.4433710460999,-1920.705275069,-1760.6264741510001
40400,gdb_40401,3.33596,1.274,1.1370799999999999,0.1972,86.94,-0.222,0.0244,0.2463,1171.0779,0.18418099999999998,-349.937915,-349.93007,-349.929126,-349.970287,31.959,-2079.370925719,-2093.1133728191,-2104.968272847,-1937.31481079
40440,gdb_40441,3.54313,1.2056,1.09504,1.3664,78.47,-0.247,0.0733,0.3203,1186.7599,0.172842,-403.120342,-403.112392,-403.111448,-403.153167,31.055999999999997,-1908.565485955,-1921.3522368481,-1932.614140871,-1772.9149828979998
40480,gdb_40481,3.92023,1.33511,1.21032,1.6513,68.66,-0.2392,0.0463,0.2855,1035.8883,0.12358,-437.7284,-437.72133899999994,-437.720395,-437.760454,27.403000000000002,-1526.6277405421,-1536.417508451,-1545.307428454,-1416.9793279179999
40520,gdb_40521,3.19107,1.38501,1.18182,0.8612,71.4,-0.2273,0.0555,0.2828,1080.4678,0.14817,-439.00349800000004,-438.99572800000004,-438.994783,-439.036213,29.541999999999998,-1698.91159151,-1710.0335610261,-1720.10884553,-1576.3070005631
40560,gdb_40561,3.8952400000000003,1.15517,0.95562,0.7289,79.24,-0.2286,0.0146,0.2431,1247.4672,0.161134,-419.181263,-419.173267,-419.172323,-419.214114,30.329,-1798.1897904,-1810.058495626,-1820.7274036439999,-1668.932976544
40600,gdb_40601,3.52852,1.30413,1.15333,1.5513,81.8,-0.2113,0.0627,0.27399999999999997,1133.6656,0.171691,-365.89281800000003,-365.885124,-365.884179,-365.92538199999996,30.955,-1902.4679810020002,-1915.4160017080999,-1926.677278222,-1766.9097217680999
40640,gdb_40641,3.05435,1.12056,1.09269,0.2344,89.38,-0.2399,0.0829,0.3228,1283.0085,0.208458,-351.142042,-351.133631,-351.13268700000003,-351.17568,33.086999999999996,-2207.119835448,-2222.2842179421,-2235.32510998,-2052.4871851411
40680,gdb_40681,3.65174,0.9731299999999999,0.89502,1.7149,84.08,-0.2519,0.0808,0.3328,1390.8699,0.182332,-387.040457,-387.031742,-387.030798,-387.07471200000003,32.923,-2007.0411008341,-2020.2369875951001,-2032.0918876229998,-1865.91056168
40720,gdb_40721,3.8788400000000003,1.23264,1.21763,1.5219,81.58,-0.2376,0.0917,0.3294,1134.7193,0.18497,-387.053325,-387.045883,-387.044939,-387.08529100000004,30.513,-2015.115886646,-2029.1105923641,-2040.9654923920002,-1872.548979391
40760,gdb_40761,2.63774,1.27306,0.9721200000000001,0.1652,90.1,-0.2546,0.085,0.3396,1312.2632,0.20621599999999998,-351.118153,-351.109263,-351.108319,-351.152153,34.775,-2192.1292729470997,-2206.9930786301,-2220.0339706679997,-2037.7237808981
40800,gdb_40801,3.7953099999999997,1.1165100000000001,0.95019,0.6935,80.61,-0.2402,0.0268,0.267,1272.7554,0.172805,-403.12109,-403.11291600000004,-403.111971,-403.154544,31.32,-1909.0348626870002,-1921.681051564,-1932.942328078,-1773.7790627910001
40840,gdb_40841,3.8986,1.0911600000000001,0.9114899999999999,2.6248,71.92,-0.2633,0.0861,0.3494,1287.8706,0.160088,-460.138222,-460.130196,-460.12925199999995,-460.17138700000004,30.335,-1795.3804326071,-1807.2303125629999,-1817.899220581,-1666.424823071
40880,gdb_40881,3.26314,1.4427,1.2968,1.9581,80.92,-0.2412,0.0701,0.3114,1064.1479,0.18525899999999998,-387.058156,-387.050729,-387.049785,-387.090114,29.936999999999998,-2018.1473826251001,-2032.1515009780999,-2044.006401006,-1875.5754552981
40920,gdb_40921,3.70654,1.24465,1.15726,1.7936,81.6,-0.2371,0.0757,0.3128,1150.1988,0.183749,-387.042306,-387.034489,-387.033545,-387.074915,30.951,-2008.2013649751002,-2021.9607548181,-2033.8156548460001,-1866.037946007
40960,gdb_40961,3.2770900000000003,1.2965799999999998,1.16565,1.7406,77.75,-0.2559,0.0799,0.3357,1144.7291,0.184927,-424.21696,-424.20908899999995,-424.208145,-424.249337,31.151999999999997,-1981.1224690979998,-1994.8473459461,-2006.7022459741,-1838.5574443701
41000,gdb_41001,3.1005599999999998,1.9236,1.4541899999999999,1.72,79.24,-0.2465,0.0766,0.3231,930.3986,0.162,-385.797789,-385.791442,-385.790498,-385.828144,27.249000000000002,-1855.1073667361,-1868.0120893211,-1878.680997339,-1724.9005042541
41040,gdb_41041,3.62088,1.94878,1.5847799999999999,1.275,70.94,-0.2081,0.0517,0.2598,847.0629,0.125567,-400.59256600000003,-400.586409,-400.585465,-400.62286,25.619,-1578.066535799,-1588.4241993531,-1597.314119356,-1467.5697310071
41080,gdb_41081,3.25275,1.8047400000000002,1.61999,1.6791,79.15,-0.2362,0.0687,0.3049,905.2538,0.161521,-385.776933,-385.770643,-385.769699,-385.80712,27.587,-1842.020039032,-1854.9605296301002,-1865.6294376479998,-1711.7077550381
41120,gdb_41121,3.8511,1.9428299999999998,1.5453700000000001,1.5469,78.61,-0.2124,-0.0047,0.2077,875.3254,0.151018,-364.743339,-364.73738199999997,-364.73643799999996,-364.77315699999997,26.255,-1809.0111831051001,-1821.2720814560998,-1831.347993469,-1685.1007459291
41160,gdb_41161,2.8507,1.73663,1.5663799999999999,0.21600000000000003,87.77,-0.2209,0.0192,0.2402,975.1358,0.18573199999999998,-349.871305,-349.864504,-349.863559,-349.901836,30.035,-2037.5725512291,-2051.9701177251,-2063.824390244,-1894.3611922311
41200,gdb_41201,2.9363099999999998,1.7075900000000002,1.54134,0.7111,75.09,-0.2411,0.0482,0.2893,940.3621,0.16129100000000002,-422.905699,-422.898892,-422.89794800000004,-422.936436,28.799,-1786.1460101631,-1798.761451099,-1809.430359117,-1655.922832447
41240,gdb_41241,2.94532,2.0173200000000002,1.65687,1.6030000000000002,81.83,-0.2255,0.0818,0.3073,900.998,0.174898,-365.925258,-365.919008,-365.918064,-365.955363,27.706999999999997,-1922.824372962,-1936.6785166641,-1947.9404206870001,-1785.7230690970002
41280,gdb_41281,2.87909,2.08282,1.84969,1.3957,74.4,-0.2216,0.0682,0.2898,841.6817,0.15024400000000002,-401.853919,-401.847727,-401.84678199999996,-401.884002,27.022,-1741.7252755621,-1753.8380817891,-1763.9133662929999,-1617.725104599
41320,gdb_41321,3.27564,1.78721,1.36965,1.4369,71.99,-0.2377,0.0031,0.2407,938.1149,0.137576,-421.79033799999996,-421.78367199999997,-421.782728,-421.82127,26.954,-1714.0985643280999,-1725.0253785451,-1734.5082945529998,-1597.3687126391
41360,gdb_41361,2.8075200000000002,1.8899400000000002,1.72596,2.1909,73.9,-0.2439,0.0723,0.3162,895.7508,0.162382,-422.980833,-422.974283,-422.97333899999995,-423.01133799999997,27.768,-1833.2932713691,-1846.0699821181,-1856.738890136,-1702.9245115651001
41400,gdb_41401,2.51011,1.8434599999999999,1.28824,1.8237,80.86,-0.2414,0.068,0.3094,1044.827,0.185065,-387.073737,-387.066221,-387.065277,-387.10591600000004,30.184,-2027.924600354,-2041.8728704060002,-2053.727770434,-1885.491352516
41440,gdb_41441,2.8458799999999997,2.07065,1.63805,2.0192,78.57,-0.2168,0.0719,0.2887,894.6456,0.160956,-385.778566,-385.77200600000003,-385.77106200000003,-385.80897000000004,28.305999999999997,-1843.0447612291,-1855.8158243970001,-1866.484732415,-1712.868646688
41480,gdb_41481,3.12892,1.6532,1.34065,1.6035,74.01,-0.2367,0.0646,0.3013,993.3698,0.161519,-422.992841,-422.985759,-422.984815,-423.024301,28.421,-1840.8283994411,-1853.2712754020001,-1863.9401834201,-1711.0589107320002
41520,gdb_41521,2.9367799999999997,1.6479099999999998,1.1362,3.3783,77.99,-0.2296,0.0006,0.2303,1065.8241,0.150231,-401.945125,-401.93785499999996,-401.93691,-401.97668500000003,28.785,-1798.957861416,-1810.3942129410998,-1820.469497445,-1675.884521246
41560,gdb_41561,2.93698,1.86952,1.8241599999999998,1.6811,77.12,-0.23600000000000002,0.017,0.253,874.8243,0.163416,-385.873063,-385.866868,-385.865924,-385.903237,26.888,-1902.3424792020999,-1915.342583155,-1926.011491173,-1772.0220375911
41600,gdb_41601,3.9957800000000003,1.29575,1.15559,1.5965,79.78,-0.2286,0.0274,0.256,1100.681,0.16067599999999999,-385.85200499999996,-385.844702,-385.843757,-385.88390400000003,29.233,-1889.1283946801002,-1901.4332186610998,-1912.10149917,-1759.890406094
41640,gdb_41641,3.5455699999999997,1.97695,1.62236,0.6918,80.28,-0.201,-0.0071,0.1939,861.8714,0.150125,-364.702966,-364.696839,-364.695894,-364.732889,26.996,-1783.676762248,-1795.8309840691,-1805.9062685729998,-1659.8322135170001
41680,gdb_41681,3.8061800000000003,1.46563,1.24034,1.4511,79.63,-0.2122,0.0202,0.2323,1038.4895,0.162109,-385.890194,-385.88327000000004,-385.882326,-385.92118500000004,28.594,-1913.0923358810999,-1925.6349857731,-1936.303893791,-1783.2845691231
41720,gdb_41721,3.14624,1.68947,1.67035,1.5912,79.54,-0.2304,0.0816,0.312,940.9278,0.188217,-387.11508100000003,-387.10868500000004,-387.10774100000003,-387.145428,27.905,-2053.86833245,-2068.5194125821,-2080.37431261,-1910.285488124
41760,gdb_41761,2.4818700000000002,2.01655,1.53633,0.2623,85.31,-0.2335,0.0343,0.2678,967.1623,0.18748099999999998,-349.969647,-349.962845,-349.96190099999995,-350.000485,29.151,-2099.2830413071,-2113.6799802941,-2125.534880322,-1956.2643275721
41800,gdb_41801,2.28788,1.94917,1.47823,1.2404,82.37,-0.23600000000000002,0.0213,0.2572,999.0455,0.18645899999999999,-387.10152200000005,-387.094106,-387.093161,-387.133429,30.288,-2045.359937919,-2059.3709588711,-2071.22523139,-1902.7560076329999
41840,gdb_41841,2.77338,1.9425700000000001,1.6924099999999997,1.6554,79.61,-0.2353,0.079,0.3143,918.0218,0.188254,-387.125041,-387.11863999999997,-387.117696,-387.155584,27.745,-2060.1183220901003,-2074.7662646771,-2086.621164705,-1916.6584695279998
41880,gdb_41881,2.91317,1.5495700000000001,1.12158,0.9623,83.66,-0.2384,0.0235,0.2618,1129.072,0.18492,-387.083607,-387.07581600000003,-387.074872,-387.11596099999997,31.201999999999998,-2034.118114184,-2047.893819261,-2059.748719289,-1891.794680421
41920,gdb_41921,2.2559,2.2328900000000003,1.9262599999999999,2.0233,69.72,-0.2094,0.0603,0.2697,852.5922,0.151923,-439.043174,-439.03664100000003,-439.035696,-439.073902,26.913,-1723.8086385941,-1735.706836743,-1745.782121247,-1599.957187264
41960,gdb_41961,2.1712,1.98289,1.72227,1.2303,81.22,-0.2331,0.0223,0.2553,958.7472,0.187109,-387.100482,-387.093297,-387.092353,-387.131775,29.878,-2044.707328559,-2058.8633040901,-2070.718204118,-1901.7181077470002
42000,gdb_42001,3.3664699999999996,1.4468299999999998,1.07691,2.0582,77.51,-0.2416,0.0112,0.2527,1117.506,0.162037,-423.031346,-423.023943,-423.022999,-423.06328099999996,29.006,-1864.9906334860998,-1877.232079058,-1887.900987076,-1735.5192115520001
42040,gdb_42041,2.86846,1.47914,1.07788,1.9313,77.62,-0.2503,0.0778,0.3281,1150.5258,0.185618,-424.21355199999994,-424.205738,-424.20479400000005,-424.24697000000003,30.648000000000003,-1978.9839184260998,-1992.7445632870001,-2004.599463315,-1837.0721305670002
42080,gdb_42081,3.69887,1.23979,1.20526,2.0789,77.91,-0.2419,0.0297,0.2716,1123.1064,0.173737,-403.18670499999996,-403.178834,-403.177889,-403.221744,30.008000000000003,-1950.2088657221,-1963.0451898260999,-1974.30646634,-1815.9476675910998
42120,gdb_42121,2.11103,1.5655700000000001,0.99603,0.8465,91.54,-0.2394,0.0474,0.2867,1266.7237,0.20853899999999997,-351.13955699999997,-351.13068799999996,-351.129744,-351.17259,35.008,-2205.5604755831,-2220.4374589551003,-2233.478350993,-2050.5481823310997
42160,gdb_42161,3.8846300000000005,1.1272,0.89544,1.1661,72.17,-0.2533,-0.0932,0.1601,1228.7961,0.098284,-436.646025,-436.63719199999997,-436.636248,-436.680578,30.646,-1475.2793065811,-1482.180023054,-1489.8839510470002,-1380.57000072
42200,gdb_42201,3.24267,1.32513,1.0381200000000002,5.3895,72.49,-0.2822,-0.0834,0.1987,1114.7429,0.112653,-416.78502000000003,-416.77705699999996,-416.776113,-416.818155,28.918000000000003,-1550.2289815410002,-1558.5641835879999,-1566.8611075860001,-1447.892303785
42240,gdb_42241,4.19658,0.9803299999999999,0.87023,2.2113,65.34,-0.2767,-0.1044,0.1723,1243.1428,0.088103,-452.77710700000006,-452.768805,-452.76786100000004,-452.81128499999994,28.694000000000003,-1408.9302699751001,-1415.2750134741,-1422.385945462,-1320.3630222061
42280,gdb_42281,3.45649,1.12794,0.9223399999999999,2.7247,80.3,-0.2432,-0.0563,0.187,1251.2047,0.135074,-384.680111,-384.67150699999996,-384.670562,-384.714739,31.339000000000002,-1781.6059825481,-1791.317311832,-1800.799600331,-1667.4514277951
42320,gdb_42321,3.4317900000000003,1.1521,1.0322200000000001,3.8871,69.82,-0.2692,-0.0881,0.1812,1167.431,0.12431600000000001,-437.90655,-437.898079,-437.89713499999993,-437.940915,29.596999999999998,-1638.4184688920002,-1647.3234491110998,-1656.213369114,-1530.2202295671
42360,gdb_42361,2.47227,1.24573,0.9053899999999999,1.8305,76.68,-0.2644,-0.0373,0.2271,1283.9515,0.146998,-401.97082400000005,-401.961775,-401.960831,-402.006107,32.067,-1815.0842152070002,-1825.404228221,-1835.480140234,-1694.3470910439999
42400,gdb_42401,3.43842,0.9303299999999999,0.84446,2.2709,81.35,-0.2384,-0.0129,0.2255,1447.8416,0.170179,-403.119257,-403.110117,-403.109173,-403.15469900000005,33.25,-1907.88463869,-1919.9246538731,-1931.186557896,-1773.876326686
42440,gdb_42441,2.87594,0.96304,0.79957,2.2781,71.98,-0.2529,0.0082,0.2611,1413.8754,0.122421,-437.85199000000006,-437.84281500000003,-437.84187000000003,-437.88739400000003,32.388000000000005,-1604.1815778520001,-1612.644791735,-1621.534084229,-1496.635320378
42480,gdb_42481,4.44289,0.7519100000000001,0.67214,2.176,77.29,-0.276,-0.0388,0.2371,1641.6098,0.13373800000000002,-421.80243099999996,-421.793153,-421.79220899999996,-421.837992,32.861,-1721.6870306651,-1730.9747913741,-1740.457707382,-1607.8619181370002
42520,gdb_42521,3.88466,1.0582200000000002,0.89595,1.9737,65.96,-0.2975,-0.0832,0.2143,1195.0782,0.07706299999999999,-431.66410199999996,-431.65609800000004,-431.655154,-431.69758600000006,27.718000000000004,-1326.0902968491,-1331.7334852860001,-1338.251421269,-1243.7209554731
42560,gdb_42561,3.3787,1.6296,1.35379,4.635,68.76,-0.2524,-0.0029,0.2494,935.5980000000001,0.113408,-416.726198,-416.719531,-416.718587,-416.757257,26.521,-1513.3176471431,-1522.4661008541,-1530.7630248520002,-1409.6782607031
42600,gdb_42601,4.04565,1.7047299999999999,1.61595,2.1548,66.15,-0.2412,-0.0097,0.2316,832.6523,0.11560999999999999,-420.61481399999997,-420.609229,-420.60828499999997,-420.64469,23.724,-1604.2982945260999,-1614.126340484,-1622.4232644820001,-1500.276755105
42640,gdb_42641,3.10072,1.48918,1.24326,2.6863,79.78,-0.2557,0.0044,0.2601,1016.7321,0.112767,-379.57249900000005,-379.565296,-379.564352,-379.604094,28.478,-1553.545994115,-1562.358730511,-1570.655654509,-1450.498976171
42680,gdb_42681,3.33365,1.6540099999999998,1.24987,2.7821,62.27,-0.2427,-0.0909,0.1518,926.1173,0.089225,-456.513638,-456.50727,-456.506326,-456.544567,24.781999999999996,-1404.4762110931,-1412.0351845071,-1419.1461164951002,-1314.230376749
42720,gdb_42721,2.87182,1.73548,1.39435,0.8347,70.32,-0.2532,-0.0119,0.2414,929.9026,0.11246400000000001,-420.5794,-420.57254000000006,-420.571596,-420.61054400000006,27.254,-1582.0756908001001,-1591.103662783,-1599.4005867810001,-1478.8498327910997
42760,gdb_42761,2.73191,1.5783399999999999,1.2784200000000001,2.3691,72.46,-0.2324,-0.0289,0.2036,996.6169,0.111774,-420.57336200000003,-420.565814,-420.56486900000004,-420.60531,29.149,-1578.286791458,-1586.8830372491,-1595.179333738,-1475.565450685
42800,gdb_42801,3.3440800000000004,1.3031,1.16329,2.7892,79.05,-0.2351,-0.0449,0.1902,1054.8688,0.10087,-399.487375,-399.480162,-399.479218,-399.51909700000004,28.092,-1512.400856494,-1520.3187650561,-1528.0226930489998,-1416.171096326
42840,gdb_42841,3.12188,1.87211,1.68718,4.4772,67.0,-0.2337,0.0014,0.2351,845.3996,0.126746,-437.82212400000003,-437.816018,-437.81507400000004,-437.8523,25.872,-1585.4403940579998,-1595.8294330620001,-1604.719353065,-1474.6135195320999
42880,gdb_42881,2.28057,1.8336400000000002,1.57326,1.6201,73.19,-0.2508,-0.0259,0.2249,946.9060000000001,0.137176,-421.835638,-421.828442,-421.82749800000005,-421.867163,28.298000000000002,-1742.5247220281,-1753.118956475,-1762.6018724829999,-1626.1669831760998
42920,gdb_42921,2.84407,1.46436,1.16959,4.6057,73.17,-0.2259,-0.0232,0.2027,1073.774,0.135959,-417.927186,-417.919394,-417.91845,-417.960127,29.445999999999998,-1639.096806121,-1649.316417695,-1658.7993337029998,-1523.2674298470001
42960,gdb_42961,2.51266,2.14058,1.38825,4.0213,68.35,-0.2439,-0.0034,0.2405,917.0212,0.126626,-437.876512,-437.86979699999995,-437.868853,-437.90771399999994,26.246,-1619.5693535501,-1629.5762395730999,-1638.466159576,-1509.3863032579998
43000,gdb_43001,2.36483,1.68652,1.2972700000000001,3.4712,69.67,-0.2655,-0.0525,0.213,990.4147,0.11395699999999999,-416.81348199999996,-416.806088,-416.805144,-416.84569300000004,27.712,-1568.0891426991,-1576.7813973671,-1585.078321365,-1465.1726466270002
